worker,index,start_time_iso,latency_ms,status,tx_hash,gas_used,block_number,error
w0,33,2025-11-26T13:47:43.766925Z,77.381,500,,,,"Unexpected status 500, body={'error': 'Internal error', 'details': 'nonce has already been used (transaction=""0x02f901b5827a698204c8843b9aca00843b9aca1083020b7d949fe46736679d2d9a65f0992f2272de9f3c7fa6e080b9014440d777ba0000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001c080a06b4c9e1b6ffed9368d67099ab2a328d9ee5e37682804721c351857e28dfee552a015702280319dd62eccf1f0456c14be47252d0a69bfa4ba83f82aab3a64f81ec1"", info={ ""error"": { ""code"": -32000, ""data"": { ""message"": ""Nonce too low. Expected nonce to be 1225 but got 1224. Note that transactions can\'t be queued when automining."" }, ""message"": ""Nonce too low. Expected nonce to be 1225 but got 1224. Note that transactions can\'t be queued when automining."" } }, code=NONCE_EXPIRED, version=6.15.0)'}"
w0,34,2025-11-26T13:47:43.844367Z,123.542,200,0x5f32992b2f2a0b0079343bbed2c2fea46a52edecb9fd9463d8e551c7fb879e02,134013,1226,
w0,35,2025-11-26T13:47:43.967968Z,92.385,500,,,,"Unexpected status 500, body={'error': 'Internal error', 'details': 'nonce has already been used (transaction=""0x02f901b5827a698204c9843b9aca00843b9aca1083020b7d949fe46736679d2d9a65f0992f2272de9f3c7fa6e080b9014440d777ba0000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001c080a0d51854eb329f7ccfa1442a5f6e6cda32c807576691aec18ff66e7635f7f03c07a06013917c3ba5285593c16d32b0f77fa46e9771e798d4c6d70738eb931bd949de"", info={ ""error"": { ""code"": -32000, ""data"": { ""message"": ""Nonce too low. Expected nonce to be 1226 but got 1225. Note that transactions can\'t be queued when automining."" }, ""message"": ""Nonce too low. Expected nonce to be 1226 but got 1225. Note that transactions can\'t be queued when automining."" } }, code=NONCE_EXPIRED, version=6.15.0)'}"
w0,36,2025-11-26T13:47:44.060412Z,84.309,500,,,,"Unexpected status 500, body={'error': 'Internal error', 'details': 'nonce has already been used (transaction=""0x02f901b5827a698204c9843b9aca00843b9aca1083020b7d949fe46736679d2d9a65f0992f2272de9f3c7fa6e080b9014440d777ba0000000000000000000000000000000000000000000000000000000000000005000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001c080a0d4281e9f0c48e901c45fcfe1e317aeeba14acac417d2dd82ecaef2e4ee140d3aa03983c6d7874fdc02d9b25df887c0b575b46179e444a3c9b40f0b6ce7adb56b44"", info={ ""error"": { ""code"": -32000, ""data"": { ""message"": ""Nonce too low. Expected nonce to be 1226 but got 1225. Note that transactions can\'t be queued when automining."" }, ""message"": ""Nonce too low. Expected nonce to be 1226 but got 1225. Note that transactions can\'t be queued when automining."" } }, code=NONCE_EXPIRED, version=6.15.0)'}"
w0,37,2025-11-26T13:47:44.144792Z,148.803,200,0x0e7faa6148b5f6b7329497d635fe2666637efa555fcb51be280a3b278a3fe4b8,134120,1227,
w0,38,2025-11-26T13:47:44.293659Z,112.277,500,,,,"Unexpected status 500, body={'error': 'Internal error', 'details': 'nonce has already been used (transaction=""0x02f901b5827a698204ca843b9aca00843b9aca1083020b71949fe46736679d2d9a65f0992f2272de9f3c7fa6e080b9014440d777ba0000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001c001a0d7428d1ae7372ffdb796ca6281244c9b53ba8c8e219e98ea13c4cddfeaff4bc6a0133e0fdaf3b484b6aaa291f7c4b3d97c900b92b8bc8a145c3b64f7072e0856d4"", info={ ""error"": { ""code"": -32000, ""data"": { ""message"": ""Nonce too low. Expected nonce to be 1227 but got 1226. Note that transactions can\'t be queued when automining."" }, ""message"": ""Nonce too low. Expected nonce to be 1227 but got 1226. Note that transactions can\'t be queued when automining."" } }, code=NONCE_EXPIRED, version=6.15.0)'}"
w0,39,2025-11-26T13:47:44.406015Z,107.164,200,0xea05f0c95b9a1eecc4f4fde863e822c58a9118c73549465a3e49ad3abb1619fd,134108,1228,
w0,40,2025-11-26T13:47:44.513237Z,79.931,500,,,,"Unexpected status 500, body={'error': 'Internal error', 'details': 'nonce has already been used (transaction=""0x02f901b5827a698204cb843b9aca00843b9aca1083020be8949fe46736679d2d9a65f0992f2272de9f3c7fa6e080b9014440d777ba0000000000000000000000000000000000000000000000000000000000000005000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000006927050000000000000000000000000000000000000000000000000000000000694e92000000000000000000000000000000000000000000000000000000000000000001c080a0f5b58de80ea3bf603c1b8c320d0daf518996b723006059d5caea4b1b1861b986a0269fdc39d9f246a424953a50de2a8c95867394a1e05a3ed8fe6f3fc2d2b3e678"", info={ ""error"": { ""code"": -32000, ""data"": { ""message"": ""Nonce too low. Expected nonce to be 1228 but got 1227. Note that transactions can\'t be queued when automining."" }, ""message"": ""Nonce too low. Expected nonce to be 1228 but got 1227. Note that transactions can\'t be queued when automining."" } }, code=NONCE_EXPIRED, version=6.15.0)'}"
w0,41,2025-11-26T13:47:44.593245Z,94.080,500,,,,"Unexpected status 500, body={'error': 'Internal error', 'details': 'nonce has already been used (transaction=""0x02f901b5827a698204cb843b9aca00843b9aca1083020be8949fe46736679d2d9a65f0992f2272de9f3c7fa6e080b9014440d777ba0000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000003000000000000000000000000000000000000000000000000000000006927050000000000000000000000000000000000000000000000000000000000694e92000000000000000000000000000000000000000000000000000000000000000001c080a029e545583d7d5e2c935870138b13300ac8aa961456c8844c957e8fdde210ccada04691a07b9b27f92ffb063365b3c774e0cd710abe2aa7d58d7ad8043a1ffff712"", info={ ""error"": { ""code"": -32000, ""data"": { ""message"": ""Nonce too low. Expected nonce to be 1228 but got 1227. Note that transactions can\'t be queued when automining."" }, ""message"": ""Nonce too low. Expected nonce to be 1228 but got 1227. Note that transactions can\'t be queued when automining."" } }, code=NONCE_EXPIRED, version=6.15.0)'}"
w0,42,2025-11-26T13:47:44.687416Z,106.291,200,0x22ed770511a2b70e2c3f3917188bf52ec29802a65f30fb006064f865a87c52e2,134001,1229,
w0,43,2025-11-26T13:47:44.793756Z,83.086,500,,,,"Unexpected status 500, body={'error': 'Internal error', 'details': 'nonce has already been used (transaction=""0x02f901b5827a698204cc843b9aca00843b9aca1083020b7d949fe46736679d2d9a65f0992f2272de9f3c7fa6e080b9014440d777ba0000000000000000000000000000000000000000000000000000000000000005000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001c080a04865fe1193bdd71d86675d71872867b0990f922d31dd997019bded8a3ae0a507a0277e44fa4338218c5e50b0d9f91f1557e31f5bf71b8b9b5102cf69455063c069"", info={ ""error"": { ""code"": -32000, ""data"": { ""message"": ""Nonce too low. Expected nonce to be 1229 but got 1228. Note that transactions can\'t be queued when automining."" }, ""message"": ""Nonce too low. Expected nonce to be 1229 but got 1228. Note that transactions can\'t be queued when automining."" } }, code=NONCE_EXPIRED, version=6.15.0)'}"
w0,44,2025-11-26T13:47:44.876903Z,119.618,500,,,,"Unexpected status 500, body={'error': 'Internal error', 'details': 'nonce has already been used (transaction=""0x02f901b5827a698204cc843b9aca00843b9aca1083020b71949fe46736679d2d9a65f0992f2272de9f3c7fa6e080b9014440d777ba0000000000000000000000000000000000000000000000000000000000000005000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001c080a03e03176523abe2831ee3f1a633ce3e9926450ac02a397b17059b5c1a7b993f86a03c5d9e6ac02c82feff63a13085021c5283a90f528dc0231c6ae13660af4a1f90"", info={ ""error"": { ""code"": -32000, ""data"": { ""message"": ""Nonce too low. Expected nonce to be 1229 but got 1228. Note that transactions can\'t be queued when automining."" }, ""message"": ""Nonce too low. Expected nonce to be 1229 but got 1228. Note that transactions can\'t be queued when automining."" } }, code=NONCE_EXPIRED, version=6.15.0)'}"
w0,45,2025-11-26T13:47:44.996583Z,94.646,200,0x65cc041d324979dff76cd7a247eb19b521f0fb0ff5c44f95f5d6babb27c0f6d3,134108,1230,
w0,46,2025-11-26T13:47:45.091277Z,78.595,500,,,,"Unexpected status 500, body={'error': 'Internal error', 'details': 'nonce has already been used (transaction=""0x02f901b5827a698204cd843b9aca00843b9aca108301be2c949fe46736679d2d9a65f0992f2272de9f3c7fa6e080b9014440d777ba0000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000006927050100000000000000000000000000000000000000000000000000000000694e92010000000000000000000000000000000000000000000000000000000000000001c080a0418918aff9bee18b128f64f9d717c66bffc85fa4933068c496b25408895fc856a07df9c01c9ef46085199e09ad10a78cef42ecf7210609e0ac15a26aa6c04366ea"", info={ ""error"": { ""code"": -32000, ""data"": { ""message"": ""Nonce too low. Expected nonce to be 1230 but got 1229. Note that transactions can\'t be queued when automining."" }, ""message"": ""Nonce too low. Expected nonce to be 1230 but got 1229. Note that transactions can\'t be queued when automining."" } }, code=NONCE_EXPIRED, version=6.15.0)'}"
w0,47,2025-11-26T13:47:45.170030Z,124.296,500,,,,"Unexpected status 500, body={'error': 'Internal error', 'details': 'nonce has already been used (transaction=""0x02f901b5827a698204cd843b9aca00843b9aca1083020b7d949fe46736679d2d9a65f0992f2272de9f3c7fa6e080b9014440d777ba0000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020000000000000000000000000000000000000000000000000000000000000003000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001c080a08afdc75d431d903df9ff847b2adcaf209b2cdb768a5a83b9703803ad02a054d4a01bb558d9d07eccc113314a35de1d59bfacb37edd226d4b62ea46a021d763b4c1"", info={ ""error"": { ""code"": -32000, ""data"": { ""message"": ""Nonce too low. Expected nonce to be 1230 but got 1229. Note that transactions can\'t be queued when automining."" }, ""message"": ""Nonce too low. Expected nonce to be 1230 but got 1229. Note that transactions can\'t be queued when automining."" } }, code=NONCE_EXPIRED, version=6.15.0)'}"
w0,48,2025-11-26T13:47:45.294403Z,122.133,200,0x9ab0b5580503376a11b415c055884e81544b679e0679d8207621c53ce93de4f1,134144,1231,
w0,49,2025-11-26T13:47:45.416586Z,77.621,500,,,,"Unexpected status 500, body={'error': 'Internal error', 'details': 'nonce has already been used (transaction=""0x02f901b5827a698204ce843b9aca00843b9aca1083020bf4949fe46736679d2d9a65f0992f2272de9f3c7fa6e080b9014440d777ba0000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005000000000000000000000000000000000000000000000000000000006927050100000000000000000000000000000000000000000000000000000000694e92010000000000000000000000000000000000000000000000000000000000000001c001a0e916f08d22f5d1a879bb794950217de1a5f8424848936b71333c32a702f06b49a05f38297f14dddb3ce773db0124c9341717e58111dfee991e6b11d477b956342f"", info={ ""error"": { ""code"": -32000, ""data"": { ""message"": ""Nonce too low. Expected nonce to be 1231 but got 1230. Note that transactions can\'t be queued when automining."" }, ""message"": ""Nonce too low. Expected nonce to be 1231 but got 1230. Note that transactions can\'t be queued when automining."" } }, code=NONCE_EXPIRED, version=6.15.0)'}"
